Top Scorer,Top Scorer Runs,Best Strike Rate Player,Strike Rate,Best Team (Win Rate),Win Rate %,Rohit Sharma Runs,Rohit Sharma Strike Rate
V Kohli,8014,L Wood,300.0,Rising Pune Supergiant,62.5,6630,127.92
